study_id	efo_trait	reported_trait	initial_sample	replication_sample	snp_count	publication_date	pubmed_id	title	publication
GCST90060486	phosphatidylcholine measurement	Phosphatidylcholine-O_38:4_[M+OAc]1-/Phosphatidylcholine-P_38:3_[M+OAc]1-/Phosphatidylserine-P_42:0_[M-H]1- levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060496	phosphatidylcholine measurement	Phosphatidylcholine_38:7_[M+OAc]1-/Phosphatidylserine_42:6_[M-H]1- levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060510	phosphatidylcholine measurement	Phosphatidylcholine-P_40:6_[M+OAc]1- levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060543	triglyceride measurement	Triacylglycerol_55:9_[M+NH4]1+ levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060544	triglyceride measurement	Triacylglycerol_54:2_[M+NH4]1+ levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060549	phosphatidylcholine measurement	Phosphatidylcholine_41:0_[M+OAc]1- levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060554	triglyceride measurement	Triacylglycerol_56:5_[M+NH4]1+ levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060558	phosphatidylcholine measurement	Phosphatidylcholine_43:1_[M+OAc]1- levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060563	phosphatidylcholine measurement	Phosphatidylcholine_44:5_[M+OAc]1- levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90061408	physical activity measurement	Physical activity (Total log acceleration)	88,411 European ancestry individuals	NA	 8951705	2022-01-18	35043453	Genome-wide association studies of 27 accelerometry-derived physical activity measurements identified novel loci and genetic mechanisms.	Genet Epidemiol
GCST90061411	physical activity measurement	Physical activity (Total log acceleration 4am-6am)	88,411 European ancestry individuals	NA	 8951705	2022-01-18	35043453	Genome-wide association studies of 27 accelerometry-derived physical activity measurements identified novel loci and genetic mechanisms.	Genet Epidemiol
GCST90061414	physical activity measurement	Physical activity (Total log acceleration 10am-12pm)	88,411 European ancestry individuals	NA	 8951705	2022-01-18	35043453	Genome-wide association studies of 27 accelerometry-derived physical activity measurements identified novel loci and genetic mechanisms.	Genet Epidemiol
GCST90061429	physical activity measurement	Active to sedentary transition probability	88,411 European ancestry individuals	NA	 8951705	2022-01-18	35043453	Genome-wide association studies of 27 accelerometry-derived physical activity measurements identified novel loci and genetic mechanisms.	Genet Epidemiol
GCST90086041	allergic rhinitis	Allergic rhinitis	13,936 European ancestry cases, 42,701 European ancestry controls	NA	11448255	2021-04-23	33893285	The impact of non-additive genetic associations on age-related complex diseases.	Nat Commun
GCST90086050	cancer	Cancer	17,131 European ancestry cases, 39,506 European ancestry controls	NA	15166269	2021-04-23	33893285	The impact of non-additive genetic associations on age-related complex diseases.	Nat Commun
GCST90086063	dermatophytosis	Dermatophytosis	7,676 European ancestry cases, 48,961 European ancestry controls	NA	15122260	2021-04-23	33893285	The impact of non-additive genetic associations on age-related complex diseases.	Nat Commun
GCST90086065	dermatophytosis	Dermatophytosis	7,676 European ancestry cases, 48,961 European ancestry controls	NA	15158554	2021-04-23	33893285	The impact of non-additive genetic associations on age-related complex diseases.	Nat Commun
GCST90092821	glycoprotein measurement	Glycoprotein acetyls levels	115,082 European ancestry individuals	NA	11722792	2022-02-25	35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	PLoS Biol
GCST90092833	cholesteryl ester measurement/intermediate density lipoprotein measurement	Cholesteryl ester levels in IDL	115,082 European ancestry individuals	NA	11722792	2022-02-25	35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	PLoS Biol
GCST90092834	Cholesteryl esters:total lipids ratio/intermediate density lipoprotein measurement	Cholesteryl esters to total lipids ratio in IDL	115,082 European ancestry individuals	NA	11722792	2022-02-25	35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	PLoS Biol
GCST90092835	free cholesterol measurement/intermediate density lipoprotein measurement	Free cholesterol levels in IDL	115,082 European ancestry individuals	NA	11722792	2022-02-25	35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	PLoS Biol
GCST90092841	triglyceride measurement/intermediate density lipoprotein measurement	Triglyceride levels in IDL	115,082 European ancestry individuals	NA	11722792	2022-02-25	35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	PLoS Biol
GCST90092865	Phospholipids:total lipids ratio/low density lipoprotein cholesterol measurement	Phospholipids to total lipids ratio in large LDL	115,082 European ancestry individuals	NA	11722792	2022-02-25	35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	PLoS Biol
GCST90092868	total cholesterol measurement/very low density lipoprotein cholesterol measurement	Cholesterol levels in large VLDL	115,082 European ancestry individuals	NA	11722792	2022-02-25	35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	PLoS Biol
GCST90092877	Phospholipids:total lipids ratio/very low density lipoprotein cholesterol measurement	Phospholipids to total lipids ratio in large VLDL	115,071 European ancestry individuals	NA	11722792	2022-02-25	35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	PLoS Biol
GCST90092887	low density lipoprotein cholesterol measurement	Concentration of LDL particles	115,082 European ancestry individuals	NA	11722792	2022-02-25	35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	PLoS Biol
GCST90092888	phospholipid measurement/low density lipoprotein cholesterol measurement	Phospholipid levels in LDL	115,082 European ancestry individuals	NA	11722792	2022-02-25	35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	PLoS Biol
GCST90092906	cholesteryl ester measurement/low density lipoprotein cholesterol measurement	Cholesteryl ester levels in medium LDL	115,082 European ancestry individuals	NA	11722792	2022-02-25	35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	PLoS Biol
GCST90092915	Triglycerides:total lipids ratio/low density lipoprotein cholesterol measurement	Triglycerides to total lipids ratio in medium LDL	115,082 European ancestry individuals	NA	11722792	2022-02-25	35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	PLoS Biol
GCST90092931	omega-3 polyunsaturated fatty acid measurement	Omega-3 fatty acid levels	115,006 European ancestry individuals	NA	11722792	2022-02-25	35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	PLoS Biol
GCST90092949	Free cholesterol:total lipids ratio/high density lipoprotein cholesterol measurement	Free cholesterol to total lipids ratio in small HDL	115,082 European ancestry individuals	NA	11722792	2022-02-25	35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	PLoS Biol
GCST90092955	Triglycerides:total lipids ratio/high density lipoprotein cholesterol measurement	Triglycerides to total lipids ratio in small HDL	115,082 European ancestry individuals	NA	11722792	2022-02-25	35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	PLoS Biol
GCST90092965	Phospholipids:total lipids ratio/low density lipoprotein cholesterol measurement	Phospholipids to total lipids ratio in small LDL	115,082 European ancestry individuals	NA	11722792	2022-02-25	35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	PLoS Biol
GCST90092984	amino acid measurement	Total concentration of branched-chain amino acids (leucine + isoleucine + valine)	115,051 European ancestry individuals	NA	11722792	2022-02-25	35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	PLoS Biol
GCST90093005	Cholesterol:total lipids ratio/high density lipoprotein cholesterol measurement	Cholesterol to total lipids ratio in very large HDL	115,056 European ancestry individuals	NA	11722792	2022-02-25	35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	PLoS Biol
GCST90093021	Free cholesterol:total lipids ratio/very low density lipoprotein cholesterol measurement	Free cholesterol to total lipids ratio in very large VLDL	114,160 European ancestry individuals	NA	11722792	2022-02-25	35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	PLoS Biol
GCST90093033	Free cholesterol:total lipids ratio/very low density lipoprotein cholesterol measurement	Free cholesterol to total lipids ratio in very small VLDL	115,082 European ancestry individuals	NA	11722792	2022-02-25	35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	PLoS Biol
GCST90093040	total cholesterol measurement/very low density lipoprotein cholesterol measurement/chylomicron measurement	Cholesterol levels in chylomicrons and extremely large VLDL	115,082 European ancestry individuals	NA	11722792	2022-02-25	35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	PLoS Biol
GCST90093317	maximal oxygen uptake measurement	Cardiorespiratory fitness (vo2 max)	34,419 European ancestry men	NA	 8918919	2021-11-09	34753499	The genetic case for cardiorespiratory fitness as a clinical vital sign and the routine prescription of physical activity in healthcare.	Genome Med
GCST90104005	familial hyperlipidemia	Familial combined hyperlipidemia defined by Dutch criteria	17,485 British ancestry cases, 331,737 British ancestry controls	NA	 8802648	2021-12-06	34906840	Polygenic architecture and cardiovascular risk of familial combined hyperlipidemia.	Atherosclerosis
